img_id,pedestrian_id,bbox,keypoints,target
1384,2374,"[100, 59, 256, 737]","[0.5224525077785338, 0.0991461467842926, 2, 0.5547680202861373, 0.08001274848202336, 2, 0.45121149156858975, 0.0812883083688413, 2, 0, 0, 0, 0.31460500687735693, 0.10322793842211002, 2, 0.484375, 0.19402985074626866, 1, 0.28515625, 0.21031207598371776, 2, 0.60546875, 0.276797829036635, 1, 0.484375, 0.3514246947082768, 2, 0.83203125, 0.3147896879240163, 1, 0.81640625, 0.35549525101763907, 2, 0.44921875, 0.4694708276797829, 1, 0.2421875, 0.46404341926729986, 2, 0.4296875, 0.6567164179104478, 2, 0.36328125, 0.6743554952510177, 2]","[0.330078125, 0.8568521031207599]"
1385,2376,"[334, 102, 425, 483]","[0.5523926244569491, 0.1862014166466696, 2, 0.5636757599991311, 0.15531360598369123, 2, 0.5185432178304028, 0.15862301426901038, 2, 0, 0, 0, 0.45335176803112837, 0.12387422727315968, 2, 0.6517647058823529, 0.17598343685300208, 2, 0.3411764705882353, 0.15113871635610765, 2, 0.8070588235294117, 0.2567287784679089, 2, 0.18823529411764706, 0.2546583850931677, 2, 0.8729411764705882, 0.39751552795031053, 2, 0.17176470588235293, 0.34368530020703936, 2, 0.5129411764705882, 0.4865424430641822, 2, 0.36, 0.4699792960662526, 2, 0.5529411764705883, 0.6459627329192547, 2, 0.2, 0.6811594202898551, 2]","[0.2741176470588235, 0.7960662525879917]"
1386,2377,"[95, 52, 405, 885]","[0.3704196201223904, 0.10977496476047949, 2, 0.4150843305524947, 0.08933518202127919, 2, 0.32575490969228593, 0.08867583419098242, 2, 0, 0, 0, 0, 0, 0, 0.4839506172839506, 0.22033898305084745, 2, 0.1654320987654321, 0.22033898305084745, 2, 0.7358024691358025, 0.2519774011299435, 1, 0.1037037037037037, 0.3706214689265537, 2, 0.9358024691358025, 0.22033898305084745, 2, 0.07654320987654321, 0.49265536723163844, 2, 0.39753086419753086, 0.5005649717514125, 2, 0.21481481481481482, 0.5005649717514125, 2, 0.3802469135802469, 0.7242937853107345, 2, 0.23209876543209876, 0.7288135593220338, 2]","[0.30493827160493825, 0.8915254237288135]"
1386,2378,"[145, 45, 352, 912]","[0.6602217431391615, 0.11407196962119615, 2, 0.721139354180064, 0.09115066450592037, 2, 0.6143039458721493, 0.09339553459452987, 2, 0, 0, 0, 0, 0, 0, 0.875, 0.22478070175438597, 2, 0.4431818181818182, 0.21929824561403508, 1, 0.9176136363636364, 0.39473684210526316, 2, 0.2840909090909091, 0.32346491228070173, 1, 0.9289772727272727, 0.5208333333333334, 2, 0.05113636363636364, 0.3618421052631579, 1, 0.8039772727272727, 0.4967105263157895, 2, 0.6022727272727273, 0.49890350877192985, 2, 0.7329545454545454, 0.6951754385964912, 1, 0.6420454545454546, 0.6973684210526315, 2]","[0.6434659090909091, 0.8601973684210527]"
1388,2381,"[247, 193, 110, 258]","[0.6312766847922449, 0.19081883837506475, 2, 0.6699902870194545, 0.1731340533044955, 2, 0.5856499393101765, 0.17018658912606727, 2, 0, 0, 0, 0, 0, 0, 0.7272727272727273, 0.29069767441860467, 2, 0.3090909090909091, 0.27906976744186046, 1, 0.7909090909090909, 0.4108527131782946, 2, 0.01818181818181818, 0.4108527131782946, 1, 0.8909090909090909, 0.5116279069767442, 2, -0.045454545454545456, 0.5193798449612403, 1, 0.41818181818181815, 0.5348837209302325, 1, 0.18181818181818182, 0.5387596899224806, 1, 0.41818181818181815, 0.7325581395348837, 1, 0.16363636363636364, 0.7209302325581395, 2]","[0.3, 0.8294573643410853]"
1389,2382,"[65, 93, 353, 639]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3632185301806025, 0.1330924258938941, 2, 0.14730878186968838, 0.2676056338028169, 2, 0.37110481586402266, 0.25039123630672927, 2, 0.08781869688385269, 0.4084507042253521, 2, 0.41076487252124644, 0.405320813771518, 2, 0.11331444759206799, 0.5070422535211268, 2, 0.5637393767705382, 0.48826291079812206, 2, 0.22096317280453256, 0.5727699530516432, 2, 0.36827195467422097, 0.5665101721439749, 2, 0.38526912181303113, 0.7511737089201878, 2, 0.6827195467422096, 0.6150234741784038, 1]","[0.565155807365439, 0.8928012519561815]"
1390,2383,"[319, 78, 172, 579]","[0.3838704750183744, 0.15453371732346416, 2, 0.45593826495621276, 0.1323015653059725, 2, 0.29932941374514144, 0.12941961967407545, 2, 0, 0, 0, 0.2092446763228438, 0.1565922499176764, 2, 0.7558139534883721, 0.229706390328152, 2, 0.12209302325581395, 0.2867012089810017, 2, 0.8372093023255814, 0.41278065630397237, 2, 0.1511627906976744, 0.4369602763385147, 2, 0.872093023255814, 0.5302245250431779, 2, 0.046511627906976744, 0.5682210708117443, 2, 0.7209302325581395, 0.5526770293609672, 1, 0.37209302325581395, 0.5595854922279793, 1, 0.7209302325581395, 0.7392055267702936, 1, 0.42441860465116277, 0.7322970639032815, 1]","[0.5813953488372092, 0.8981001727115716]"
1390,2384,"[290, 284, 213, 406]","[0.47625193609010236, 0.21241048528118375, 2, 0.5351959204172407, 0.18232244961213187, 2, 0.42845951636539553, 0.18232244961213187, 2, 0.6268892991543519, 0.17776922491668617, 2, 0, 0, 0, 0.7136150234741784, 0.2684729064039409, 2, 0.2676056338028169, 0.2660098522167488, 2, 0.784037558685446, 0.39655172413793105, 2, 0.23943661971830985, 0.4088669950738916, 2, 0.6572769953051644, 0.4236453201970443, 2, 0.3615023474178404, 0.45073891625615764, 2, 0.6009389671361502, 0.541871921182266, 2, 0.37089201877934275, 0.5394088669950738, 2, 0.6056338028169014, 0.7118226600985221, 2, 0.3333333333333333, 0.7044334975369458, 2]","[0.4460093896713615, 0.875615763546798]"
1391,2385,"[153, 9, 307, 695]","[0.5338215337573049, 0.13859449929738996, 2, 0.6247626402141407, 0.13650768852043035, 2, 0.5302783737654801, 0.11303106727963454, 2, 0.777118519862606, 0.18867795794442102, 2, 0, 0, 0, 0.7166123778501629, 0.27482014388489207, 2, 0.3811074918566775, 0.24316546762589927, 1, 0.5146579804560261, 0.3424460431654676, 2, 0.20846905537459284, 0.28489208633093527, 1, 0.20846905537459284, 0.2503597122302158, 2, 0.05211726384364821, 0.2489208633093525, 2, 0.5960912052117264, 0.5510791366906475, 2, 0.4201954397394137, 0.5553956834532374, 1, 0.6579804560260586, 0.7237410071942446, 2, 0.504885993485342, 0.7323741007194244, 1]","[0.6677524429967427, 0.9064748201438849]"
1391,2386,"[4, 17, 457, 693]","[0.5940960414376119, 0.17284795648559748, 2, 0.5857075813316538, 0.1329400866535317, 2, 0.5371743478614684, 0.14123776255920875, 2, 0, 0, 0, 0.3819878359012461, 0.18628228890431267, 2, 0.40043763676148797, 0.3246753246753247, 2, 0.3785557986870897, 0.3203463203463203, 2, 0.4638949671772429, 0.5930735930735931, 2, 0.4573304157549234, 0.6176046176046176, 2, 0.7199124726477024, 0.43722943722943725, 2, 0.7089715536105032, 0.4444444444444444, 2, 0.4989059080962801, 0.7792207792207793, 2, 0.3588621444201313, 0.8383838383838383, 2, 0.7964989059080962, 0.8773448773448773, 2, 0.9234135667396062, 0.8542568542568543, 2]","[0.34026258205689275, 0.911976911976912]"
1392,2387,"[165, 23, 529, 694]","[0.3354492624746759, 0.16742779983785638, 2, 0.36273997203911507, 0.14300772687025304, 2, 0, 0, 0, 0.44342554814267443, 0.13215436110687376, 2, 0, 0, 0, 0.5500945179584121, 0.23919308357348704, 2, 0.3534971644612476, 0.24351585014409222, 2, 0.6635160680529301, 0.3515850144092219, 2, 0.29867674858223064, 0.34293948126801155, 2, 0.555765595463138, 0.41930835734870314, 2, 0.15311909262759923, 0.37752161383285304, 2, 0.4839319470699433, 0.5187319884726225, 2, 0.44612476370510395, 0.5172910662824207, 2, 0.31947069943289225, 0.6729106628242075, 2, 0.5784499054820416, 0.7665706051873199, 2]","[0.5765595463137996, 0.872478386167147]"
1392,2388,"[187, 199, 696, 528]","[0.7064244938988699, 0.333213880259469, 2, 0.723853410910115, 0.3206326165727802, 2, 0, 0, 0, 0.7732353424419761, 0.34360709808760337, 2, 0, 0, 0, 0.7227011494252874, 0.4109848484848485, 2, 0.8333333333333334, 0.4109848484848485, 2, 0.6724137931034483, 0.509469696969697, 2, 0.8692528735632183, 0.29545454545454547, 2, 0.5704022988505747, 0.39204545454545453, 2, 0.9267241379310345, 0.13636363636363635, 2, 0.5589080459770115, 0.678030303030303, 2, 0.5847701149425287, 0.7556818181818182, 2, 0.4281609195402299, 0.8446969696969697, 2, 0.34626436781609193, 0.8257575757575758, 2]","[0.3771551724137931, 0.9043560606060606]"
1393,2389,"[152, 101, 394, 898]","[0.4597151473254944, 0.14722974658211524, 2, 0.5243840044740391, 0.12675392310087558, 2, 0.43304757736733174, 0.1121283348999901, 2, 0.583052658381997, 0.12763145839292872, 2, 0.3657119632229708, 0.08492474084634317, 2, 0.5583756345177665, 0.17371937639198218, 2, 0.15228426395939088, 0.2026726057906459, 2, 0.7106598984771574, 0.26948775055679286, 1, 0.21573604060913706, 0.35634743875278396, 2, 0.9111675126903553, 0.2884187082405345, 1, 0.35786802030456855, 0.23608017817371937, 2, 0.3604060913705584, 0.5601336302895323, 2, 0.1649746192893401, 0.5579064587973274, 2, 0.2918781725888325, 0.7683741648106904, 2, 0.1446700507614213, 0.7694877505567929, 2]","[0.18147208121827413, 0.9721603563474388]"
1394,2390,"[39, 32, 784, 724]","[0, 0, 0, 0, 0, 0, 0.5606745508255487, 0.11121583787425907, 2, 0.5791184410313448, 0.1403520294609777, 2, 0.5005726263857512, 0.09734524890012322, 2, 0.4005102040816326, 0.19337016574585636, 2, 0.5038265306122449, 0.19337016574585636, 2, 0.2895408163265306, 0.23342541436464087, 2, 0.48596938775510207, 0.3825966850828729, 2, 0.19260204081632654, 0.18922651933701656, 2, 0.5471938775510204, 0.5303867403314917, 2, 0.5535714285714286, 0.5676795580110497, 2, 0.4655612244897959, 0.5359116022099447, 2, 0.7066326530612245, 0.7292817679558011, 2, 0.34566326530612246, 0.7002762430939227, 2]","[0.5114795918367346, 0.7548342541436464]"
1395,2391,"[62, 64, 259, 653]","[0.45669231614525907, 0.1494349504066064, 2, 0.48293473778907864, 0.12445441550033036, 2, 0.39633474636447424, 0.12445441550033036, 2, 0, 0, 0, 0.2779259392844322, 0.12842986575080265, 2, 0.5791505791505791, 0.21592649310872894, 2, 0.13513513513513514, 0.24042879019908117, 2, 0.6138996138996139, 0.3231240428790199, 1, 0.14671814671814673, 0.29709035222052066, 2, 0.2625482625482625, 0.3675344563552833, 2, 0.44787644787644787, 0.33078101071975496, 2, 0.6023166023166023, 0.4885145482388974, 2, 0.36293436293436293, 0.49770290964777947, 2, 0.5907335907335908, 0.7105666156202144, 2, 0.44015444015444016, 0.6937212863705973, 2]","[0.4594594594594595, 0.9065849923430321]"
1395,2392,"[225, 81, 235, 605]","[0, 0, 0, 0, 0, 0, 0.48234459302571353, 0.10850910498210846, 2, 0, 0, 0, 0.3842604196269327, 0.11176541362782623, 2, 0.4297872340425532, 0.19834710743801653, 2, 0.2765957446808511, 0.22148760330578512, 2, 0.5574468085106383, 0.3371900826446281, 2, 0.6170212765957447, 0.3090909090909091, 2, 0.44680851063829785, 0.3834710743801653, 2, 0.8425531914893617, 0.3421487603305785, 2, 0.4297872340425532, 0.47768595041322315, 2, 0.30638297872340425, 0.4727272727272727, 2, 0.5319148936170213, 0.7008264462809918, 2, 0.2127659574468085, 0.6892561983471074, 2]","[0.32340425531914896, 0.9016528925619834]"
1396,2393,"[128, 16, 447, 956]","[0.3926484929239838, 0.16110570906991406, 2, 0.44602388599866083, 0.13770861109882943, 2, 0.35928887225231054, 0.13302919150461254, 2, 0, 0, 0, 0.29256963090896404, 0.09793354454798558, 2, 0.5592841163310962, 0.17468619246861924, 1, 0.203579418344519, 0.1893305439330544, 2, 0.8814317673378076, 0.20292887029288703, 2, 0.06935123042505593, 0.2928870292887029, 2, 0.8881431767337807, 0.2709205020920502, 2, 0.1297539149888143, 0.41527196652719667, 2, 0.43847874720357943, 0.5062761506276151, 2, 0.21252796420581654, 0.5062761506276151, 2, 0.407158836689038, 0.7290794979079498, 2, 0.12527964205816555, 0.7175732217573222, 2]","[0.37695749440715887, 0.9131799163179917]"
1396,2394,"[197, 137, 407, 833]","[0.5077340173618581, 0.15036912483245082, 2, 0.5413372024036633, 0.12899919214346642, 2, 0.47306406454094774, 0.12899919214346642, 2, 0.6362795347440022, 0.08912602505304434, 2, 0, 0, 0, 0.8255528255528255, 0.1752701080432173, 1, 0.4176904176904177, 0.1752701080432173, 1, 0.9385749385749386, 0.3505402160864346, 2, 0.26044226044226043, 0.22328931572629052, 1, 0.8869778869778869, 0.49819927971188477, 2, 0.13022113022113022, 0.2533013205282113, 1, 0.687960687960688, 0.4801920768307323, 2, 0.48157248157248156, 0.4957983193277311, 2, 0.5651105651105651, 0.6746698679471789, 2, 0.5601965601965602, 0.7010804321728692, 2]","[0.6339066339066339, 0.9273709483793517]"
1398,2397,"[1, 35, 499, 593]","[0.5021291854987007, 0.13250983457639628, 2, 0.5277982206322045, 0.10812264540125383, 2, 0.4806003173222136, 0.10986458748519257, 2, 0.5807923576820189, 0.11090975273555581, 2, 0, 0, 0, 0.6472945891783567, 0.2057335581787521, 2, 0.4228456913827655, 0.16020236087689713, 2, 0.7855711422845691, 0.2900505902192243, 2, 0.2725450901803607, 0.12647554806070826, 2, 0.8997995991983968, 0.3372681281618887, 2, 0.12024048096192384, 0.09106239460370995, 2, 0.6513026052104208, 0.4654300168634064, 2, 0.5951903807615231, 0.5092748735244519, 1, 0.5551102204408818, 0.4502529510961214, 2, 0.4148296593186373, 0.6981450252951096, 2]","[0.5440881763527055, 0.6323777403035413]"
1399,2399,"[15, 57, 261, 781]","[0.3636272861858343, 0.1169580259472847, 2, 0.42425264535015655, 0.09199456122279505, 2, 0, 0, 0, 0.5855594045552284, 0.09271813991046142, 2, 0, 0, 0, 0.8352490421455939, 0.19590268886043533, 2, 0.34099616858237547, 0.20614596670934698, 2, 0.8850574712643678, 0.34314980793854033, 2, 0.39846743295019155, 0.3713188220230474, 2, 0.9195402298850575, 0.4519846350832266, 2, 0.32567049808429116, 0.5249679897567221, 2, 0.6436781609195402, 0.4814340588988476, 2, 0.4674329501915709, 0.4852752880921895, 2, 0.6934865900383141, 0.6901408450704225, 2, 0.3524904214559387, 0.6965428937259923, 2]","[0.6800766283524904, 0.8886043533930859]"
1400,2400,"[74, 224, 474, 657]","[0.030501873118439684, 0.1500657768029563, 2, 0.03957007441031205, 0.10516142926840025, 2, 0, 0, 0, 0.11582540345560238, 0.08315532517861784, 2, 0, 0, 0, 0.2890295358649789, 0.0958904109589041, 1, 0.18143459915611815, 0.2313546423135464, 2, 0.4472573839662447, 0.0517503805175038, 1, 0.2510548523206751, 0.4094368340943683, 2, 0.4050632911392405, 0.0821917808219178, 2, 0.14345991561181434, 0.4048706240487062, 1, 0.5611814345991561, 0.3835616438356164, 2, 0.4345991561181435, 0.4246575342465753, 1, 0.5654008438818565, 0.6270928462709284, 2, 0.37763713080168776, 0.6621004566210046, 2]","[0.6571729957805907, 0.8280060882800608]"
1401,2401,"[285, 47, 384, 578]","[0.4488232777897463, 0.1907632502238548, 2, 0.47346788326522554, 0.17052709814414863, 2, 0, 0, 0, 0.5557088700766565, 0.1149696624344099, 2, 0, 0, 0, 0.7083333333333334, 0.11591695501730104, 2, 0.359375, 0.13494809688581316, 2, 0.9375, 0.18858131487889274, 2, 0.23697916666666666, 0.18339100346020762, 2, 0.9427083333333334, 0.3408304498269896, 2, 0.09114583333333333, 0.2750865051903114, 2, 0.8020833333333334, 0.4117647058823529, 2, 0.5885416666666666, 0.40657439446366783, 2, 0.828125, 0.6955017301038062, 2, 0.390625, 0.6003460207612457, 2]","[0.703125, 0.8520761245674741]"
1401,2402,"[225, 152, 479, 459]","[0.11669969093424229, 0.18148242020395108, 2, 0.1249614937465862, 0.13791967045933232, 2, 0.09017495558934892, 0.1674152822655846, 2, 0.1801851230712004, 0.10252493629182963, 2, 0, 0, 0, 0.2964509394572025, 0.12200435729847495, 2, 0.21711899791231734, 0.2788671023965142, 2, 0.48851774530271397, 0.10893246187363835, 2, 0.24634655532359082, 0.44880174291938996, 2, 0.6430062630480167, 0.18736383442265794, 1, 0.12943632567849686, 0.6078431372549019, 2, 0.5741127348643006, 0.4422657952069717, 1, 0.4405010438413361, 0.45098039215686275, 1, 0.6680584551148225, 0.7690631808278867, 2, 0.25260960334029225, 0.6753812636165577, 2]","[0.5480167014613778, 0.8322440087145969]"
1402,2403,"[24, 10, 385, 902]","[0.5039359040218145, 0.14332949900763722, 2, 0.5471647968545664, 0.11425463390948178, 2, 0.44760734669428914, 0.11425463390948178, 2, 0, 0, 0, 0, 0, 0, 0.6285714285714286, 0.22394678492239467, 2, 0.22597402597402597, 0.23725055432372505, 2, 0.6753246753246753, 0.38248337028824836, 2, 0.12987012987012986, 0.4212860310421286, 2, 0.5896103896103896, 0.5011086474501109, 2, 0.09090909090909091, 0.5742793791574279, 2, 0.5038961038961038, 0.5266075388026608, 2, 0.24155844155844156, 0.5465631929046563, 2, 0.8805194805194805, 0.5532150776053215, 2, 0.7558441558441559, 0.6629711751662971, 2]","[0.5636363636363636, 0.8087583148558758]"
1403,2404,"[5, 62, 554, 695]","[0.5719533645901238, 0.13782652280013902, 2, 0.5870994083071346, 0.11294831225262518, 2, 0.5393664220474642, 0.11075317602784455, 2, 0, 0, 0, 0.47511047900560033, 0.10636290357828326, 2, 0.6028880866425993, 0.24172661870503598, 2, 0.41335740072202165, 0.17266187050359713, 2, 0.7184115523465704, 0.28489208633093527, 2, 0.3700361010830325, 0.320863309352518, 2, 0.8736462093862816, 0.27482014388489207, 2, 0.3844765342960289, 0.4158273381294964, 2, 0.51985559566787, 0.5424460431654676, 2, 0.37725631768953066, 0.5237410071942447, 2, 0.5938628158844765, 0.6935251798561151, 2, 0.19494584837545126, 0.7352517985611511, 2]","[0.3628158844765343, 0.7381294964028777]"
1403,2405,"[179, 21, 472, 721]","[0.49713821850756823, 0.1567323699696937, 2, 0.5302384613371656, 0.1390434293084013, 2, 0.4653890059975461, 0.1297567354612228, 2, 0, 0, 0, 0.40121506581771443, 0.12047004161404427, 2, 0.5889830508474576, 0.27600554785020803, 2, 0.2796610169491525, 0.19972260748959778, 1, 0.6567796610169492, 0.3578363384188627, 2, 0.07203389830508475, 0.18307905686546463, 2, 0.8283898305084746, 0.4368932038834951, 2, 0.1694915254237288, 0.24965325936199723, 1, 0.4894067796610169, 0.5520110957004161, 2, 0.3516949152542373, 0.6005547850208044, 2, 0.5805084745762712, 0.7142857142857143, 2, 0.4427966101694915, 0.79750346740638, 2]","[0.7213983050847458, 0.8536754507628295]"
1406,2410,"[122, 69, 341, 900]","[0.22518859133740274, 0.08057580516704484, 2, 0.2864176197747737, 0.06416675741048222, 2, 0.20428111821244682, 0.07322002513824089, 2, 0, 0, 0, 0, 0, 0, 0.5425219941348973, 0.1388888888888889, 2, 0.30791788856304986, 0.18, 1, 0.4340175953079179, 0.31666666666666665, 2, 0.20527859237536658, 0.20777777777777778, 1, 0.24926686217008798, 0.42444444444444446, 2, 0.093841642228739, 0.18444444444444444, 2, 0.8357771260997068, 0.42777777777777776, 2, 0.5747800586510264, 0.42777777777777776, 2, 0.7096774193548387, 0.6488888888888888, 2, 0.5483870967741935, 0.6466666666666666, 2]","[0.6920821114369502, 0.8133333333333334]"
1407,2412,"[190, 64, 314, 926]","[0.511011507006922, 0.24285667446443132, 2, 0.5613039633180374, 0.23194767433534288, 2, 0.4681152772049296, 0.22788925111942837, 2, 0.6241580841658001, 0.2504457905266863, 2, 0.4183805180142141, 0.2470728500545729, 2, 0.697452229299363, 0.3174946004319654, 2, 0.2929936305732484, 0.2937365010799136, 2, 0.89171974522293, 0.2408207343412527, 2, 0.14331210191082802, 0.20518358531317496, 2, 0.9267515923566879, 0.14146868250539957, 2, 0.09872611464968153, 0.09719222462203024, 2, 0.6210191082802548, 0.5809935205183585, 2, 0.40445859872611467, 0.5777537796976242, 2, 0.535031847133758, 0.7602591792656588, 2, 0.42038216560509556, 0.7883369330453563, 2]","[0.5684713375796178, 0.8995680345572354]"
1407,2413,"[223, 22, 321, 739]","[0.36158055587132415, 0.10365085472706695, 2, 0.4128515931360555, 0.08340481836099638, 2, 0.32895353215740414, 0.08112713926981344, 2, 0.49267127615046696, 0.09479321381691108, 2, 0.28933500336192997, 0.08998478017996933, 2, 0.6417445482866043, 0.17050067658998647, 2, 0.20249221183800623, 0.16779431664411368, 2, 0.7601246105919003, 0.3004059539918809, 1, 0.0778816199376947, 0.2868741542625169, 2, 0.5794392523364486, 0.40460081190798375, 2, 0.2398753894080997, 0.39242219215155616, 2, 0.6199376947040498, 0.469553450608931, 1, 0.3364485981308411, 0.4790257104194858, 1, 0.7663551401869159, 0.6644113667117727, 2, 0.3613707165109034, 0.6820027063599459, 1]","[0.6261682242990654, 0.8897158322056833]"
